Note: Final Choice in Column GW	Problem		Total Sample Size																																																																																																																																																																																																									Final Choice
	1	Choice (1=H, 0=L)	34	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1																																																																																																																																																																							1
	1	Result		4	4	4	4	0	4	4	4	4	4	0	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	0	4																																																																																																																																																																							4
	1	Choice (1=H, 0=L)	14	0	0	0	0	1	1	1	1	1	0	0	0	0	0																																																																																																																																																																																											1
	1	Result		3	3	3	3	4	4	4	4	4	3	3	3	3	3																																																																																																																																																																																											4
	1	Choice (1=H, 0=L)	2	1	0																																																																																																																																																																																																							1
	1	Result		0	3																																																																																																																																																																																																							4
	1	Choice (1=H, 0=L)	2	0	1																																																																																																																																																																																																							1
	1	Result		3	4																																																																																																																																																																																																							4
	1	Choice (1=H, 0=L)	8	0	0	0	0	1	1	1	1																																																																																																																																																																																																	1
	1	Result		3	3	3	3	4	4	4	4																																																																																																																																																																																																	4
	1	Choice (1=H, 0=L)	15	0	0	0	1	1	0	1	1	0	0	1	1	1	1	0																																																																																																																																																																																										1
	1	Result		3	3	3	4	4	3	0	4	3	3	4	4	4	4	3																																																																																																																																																																																										4
	1	Choice (1=H, 0=L)	36	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0																																																																																																																																																																					1
	1	Result		4	0	0	4	4	4	4	4	4	4	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	0	4	4	4	3	3	3	3																																																																																																																																																																					0
	1	Choice (1=H, 0=L)	27	0	0	1	0	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0																																																																																																																																																																														1
	1	Result		3	3	4	3	0	0	3	4	3	4	3	4	3	4	3	4	3	4	3	0	3	4	3	4	3	0	3																																																																																																																																																																														0
	1	Choice (1=H, 0=L)	18	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1																																																																																																																																																																																							1
	1	Result		3	0	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4																																																																																																																																																																																							4
	1	Choice (1=H, 0=L)	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0																																																																																																																																																															0
	1	Result		4	4	0	4	4	4	4	4	0	4	4	4	4	4	4	4	4	4	4	0	4	4	0	4	4	4	4	4	4	4	0	0	4	4	4	4	3	3	3	3	3	3																																																																																																																																																															3
	1	Choice (1=H, 0=L)	20	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	1	1	1																																																																																																																																																																																					1
	1	Result		4	3	4	3	4	3	0	3	4	3	4	3	4	3	4	4	4	4	0	4																																																																																																																																																																																					0
	1	Choice (1=H, 0=L)	10	1	0	1	0	1	0	1	0	1	0																																																																																																																																																																																															0
	1	Result		4	3	0	3	0	3	4	3	4	3																																																																																																																																																																																															3
	1	Choice (1=H, 0=L)	6	0	1	0	1	1	0																																																																																																																																																																																																			1
	1	Result		3	4	3	4	4	3																																																																																																																																																																																																			4
	1	Choice (1=H, 0=L)	17	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1																																																																																																																																																																																								1
	1	Result		4	4	4	4	4	0	4	3	3	3	3	3	3	3	3	3	4																																																																																																																																																																																								4
	1	Choice (1=H, 0=L)	9	1	0	1	0	1	0	1	0	1																																																																																																																																																																																																1
	1	Result		4	3	4	3	4	3	4	3	4																																																																																																																																																																																																4
	1	Choice (1=H, 0=L)	19	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																																						1
	1	Result		4	4	4	4	4	4	4	0	4	3	3	3	3	3	3	3	3	3	3																																																																																																																																																																																						4
	1	Choice (1=H, 0=L)	4	1	0	0	1																																																																																																																																																																																																					1
	1	Result		4	3	3	4																																																																																																																																																																																																					0
	1	Choice (1=H, 0=L)	58	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1																																																																																																																																															1
	1	Result		4	4	0	4	4	4	4	4	0	4	4	3	3	3	3	3	3	3	3	0	3	0	4	4	3	3	4	3	4	3	4	3	0	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	3	4	4	4	4	4	4	0	4																																																																																																																																															0
	1	Choice (1=H, 0=L)	4	0	1	0	1																																																																																																																																																																																																					1
	1	Result		3	4	3	4																																																																																																																																																																																																					4
	1	Choice (1=H, 0=L)	2	0	1																																																																																																																																																																																																							1
	1	Result		3	4																																																																																																																																																																																																							4
	1	Choice (1=H, 0=L)	10	1	1	1	1	1	0	0	0	0	0																																																																																																																																																																																															1
	1	Result		4	4	4	4	4	3	3	3	3	3																																																																																																																																																																																															4
	1	Choice (1=H, 0=L)	13	0	0	0	0	1	1	1	1	1	1	1	1	1																																																																																																																																																																																												1
	1	Result		3	3	3	3	0	4	4	0	4	4	4	4	4																																																																																																																																																																																												4
	1	Choice (1=H, 0=L)	4	1	0	1	0																																																																																																																																																																																																					1
	1	Result		4	3	4	3																																																																																																																																																																																																					4
	1	Choice (1=H, 0=L)	15	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1																																																																																																																																																																																										0
	1	Result		3	3	3	3	3	3	3	4	4	4	4	0	4	0	4																																																																																																																																																																																										3
	1	Choice (1=H, 0=L)	5	0	0	0	1	1																																																																																																																																																																																																				1
	1	Result		3	3	3	4	4																																																																																																																																																																																																				4
	2	Choice (1=H, 0=L)	89	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0																																																																																																																0
	2	Result		0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	3	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	4	0	0	0	3	0	3	3																																																																																																																0
	2	Choice (1=H, 0=L)	22	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1																																																																																																																																																																																			0
	2	Result		0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0																																																																																																																																																																																			3
	2	Choice (1=H, 0=L)	2	1	0																																																																																																																																																																																																							0
	2	Result		0	3																																																																																																																																																																																																							3
	2	Choice (1=H, 0=L)	13	1	0	0	1	1	1	0	1	0	1	0	1	1																																																																																																																																																																																												0
	2	Result		0	0	0	0	0	0	0	0	0	0	3	0	4																																																																																																																																																																																												3
	2	Choice (1=H, 0=L)	11	0	0	0	0	0	0	1	1	1	1	1																																																																																																																																																																																														0
	2	Result		0	0	3	0	3	0	0	0	0	0	0																																																																																																																																																																																														3
	2	Choice (1=H, 0=L)	49	0	1	0	1	0	1	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	1	1	1	1	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	0	1	0																																																																																																																																																								1
	2	Result		0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	4	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0																																																																																																																																																								0
	2	Choice (1=H, 0=L)	45	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0																																																																																																																																																												1
	2	Result		0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0																																																																																																																																																												0
	2	Choice (1=H, 0=L)	27	0	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1																																																																																																																																																																														1
	2	Result		0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	3	3	0	3	0	0	0	0	0	0	4																																																																																																																																																																														0
	2	Choice (1=H, 0=L)	39	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1																																																																																																																																																																		0
	2	Result		4	3	0	0	0	3	0	0	0	0	4	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	4	0	0	0	0	3	0	0	0																																																																																																																																																																		0
	2	Choice (1=H, 0=L)	61	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																												0
	2	Result		0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	3	3	3	3	3	3	0	0	0	0	3	0	0	0	0	3	3	3	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0																																																																																																																																												0
	2	Choice (1=H, 0=L)	46	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																																																																																																																																																											1
	2	Result		0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	4	0	4	0	4	0	4	4	0	0	0	4	0																																																																																																																																																											0
	2	Choice (1=H, 0=L)	27	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1																																																																																																																																																																														0
	2	Result		0	0	4	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0																																																																																																																																																																														3
	2	Choice (1=H, 0=L)	2	1	0																																																																																																																																																																																																							0
	2	Result		0	0																																																																																																																																																																																																							0
	2	Choice (1=H, 0=L)	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0																																																																																																																																																																							1
	2	Result		0	0	0	0	0	4	0	0	4	0	0	0	0	0	3	3	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																							0
	2	Choice (1=H, 0=L)	43	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1																																																																																																																																																														1
	2	Result		0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	3	0	0	0	0	4	0	0	3	4	0	0	0	0	0	0	0	0	3	4	0	0	0	0	3	0	0	4																																																																																																																																																														0
	2	Choice (1=H, 0=L)	14	0	0	0	0	0	0	0	1	1	1	1	1	1	1																																																																																																																																																																																											1
	2	Result		0	0	3	0	0	0	0	0	0	0	4	0	0	0																																																																																																																																																																																											4
	2	Choice (1=H, 0=L)	2	0	1																																																																																																																																																																																																							0
	2	Result		0	0																																																																																																																																																																																																							0
	2	Choice (1=H, 0=L)	15	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1																																																																																																																																																																																										1
	2	Result		0	0	0	0	4	0	0	0	4	0	0	0	4	0	0																																																																																																																																																																																										4
	2	Choice (1=H, 0=L)	8	1	0	1	0	1	0	1	0																																																																																																																																																																																																	1
	2	Result		0	0	4	0	0	3	0	0																																																																																																																																																																																																	0
	2	Choice (1=H, 0=L)	11	1	0	0	0	0	1	1	1	1	1	0																																																																																																																																																																																														1
	2	Result		0	0	0	0	0	0	0	0	4	0	0																																																																																																																																																																																														0
	2	Choice (1=H, 0=L)	15	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1																																																																																																																																																																																										0
	2	Result		0	0	0	4	4	4	0	0	0	0	3	3	4	0	0																																																																																																																																																																																										3
	2	Choice (1=H, 0=L)	14	1	1	1	1	1	1	1	0	0	0	0	0	0	0																																																																																																																																																																																											0
	2	Result		0	0	4	0	0	0	0	0	0	0	3	0	0	3																																																																																																																																																																																											0
	2	Choice (1=H, 0=L)	6	0	1	0	1	1	0																																																																																																																																																																																																			0
	2	Result		0	0	0	0	0	0																																																																																																																																																																																																			0
	2	Choice (1=H, 0=L)	19	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1																																																																																																																																																																																						1
	2	Result		0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4																																																																																																																																																																																						0
	2	Choice (1=H, 0=L)	7	0	1	0	1	0	1	0																																																																																																																																																																																																		0
	2	Result		0	0	0	0	0	0	0																																																																																																																																																																																																		0
	3	Choice (1=H, 0=L)	199	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0		0
	3	Result		0	0	0	-32	0	0	0	-32	-32	0	0	-3	-3	-3	-3	-3	-3	-3	0	-3	0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	0	-3	0	0	0	0	0	0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	0	0	0	0	0	0	-32	0	0	0	0	0	0	0	-32	-32	0	0	0	0	-32	0	-32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3	-3	-3	-3	-3	-3	0	0	0	0	0	0	-3	-3	-3	-3	-3	-3	0	0	0	0	0		0
	3	Choice (1=H, 0=L)	31	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																										0
	3	Result		-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																																																																										0
	3	Choice (1=H, 0=L)	19	0	1	0	1	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0																																																																																																																																																																																						0
